frame,time,left_density,right_density,total_density
1145,45.8,8,12,20
1146,45.84,8,12,20
1147,45.88,8,12,20
1148,45.92,8,12,20
1149,45.96,8,12,20
1150,46.0,8,12,20
1151,46.04,8,12,20
1152,46.08,8,12,20
1153,46.12,8,12,20
1154,46.16,8,12,20
1155,46.2,8,12,20
1156,46.24,8,12,20
1157,46.28,8,11,19
1158,46.32,8,11,19
1159,46.36,8,11,19
1160,46.4,8,11,19
1161,46.44,8,11,19
1162,46.48,8,10,18
1163,46.52,8,10,18
1164,46.56,7,10,17
1165,46.6,7,11,18
1166,46.64,7,11,18
1167,46.68,7,11,18
1168,46.72,7,11,18
1169,46.76,7,11,18
1170,46.8,7,12,19
1171,46.84,7,12,19
1172,46.88,7,12,19
1173,46.92,7,12,19
1174,46.96,7,12,19
1175,47.0,7,12,19
1176,47.04,7,12,19
1177,47.08,7,12,19
1178,47.12,7,12,19
1179,47.16,7,12,19
1180,47.2,7,11,18
1181,47.24,7,11,18
1182,47.28,7,12,19
1183,47.32,7,12,19
1184,47.36,7,12,19
1185,47.4,7,12,19
1186,47.44,7,12,19
1187,47.48,7,12,19
1188,47.52,7,12,19
1189,47.56,7,12,19
1190,47.6,7,12,19
1191,47.64,7,12,19
1192,47.68,8,12,20
1193,47.72,8,12,20
1194,47.76,8,12,20
1195,47.8,8,12,20
1196,47.84,8,12,20
1197,47.88,8,12,20
1198,47.92,8,12,20
1199,47.96,8,13,21
1200,48.0,8,12,20
1201,48.04,8,12,20
1202,48.08,8,12,20
1203,48.12,8,13,21
1204,48.16,8,13,21
1205,48.2,8,13,21
1206,48.24,8,13,21
1207,48.28,8,13,21
1208,48.32,8,13,21
1209,48.36,8,13,21
1210,48.4,8,13,21
1211,48.44,8,13,21
1212,48.48,8,13,21
1213,48.52,8,13,21
1214,48.56,7,13,20
1215,48.6,8,13,21
1216,48.64,6,13,19
1217,48.68,6,12,18
1218,48.72,6,12,18
1219,48.76,6,12,18
1220,48.8,7,12,19
1221,48.84,7,12,19
1222,48.88,7,12,19
1223,48.92,7,12,19
1224,48.96,8,12,20
1225,49.0,7,13,20
1226,49.04,7,13,20
1227,49.08,7,13,20
1228,49.12,7,13,20
1229,49.16,7,13,20
1230,49.2,7,13,20
1231,49.24,7,12,19
1232,49.28,7,11,18
1233,49.32,7,11,18
1234,49.36,7,11,18
1235,49.4,8,11,19
1236,49.44,7,11,18
1237,49.48,7,11,18
1238,49.52,6,11,17
1239,49.56,6,11,17
1240,49.6,6,13,19
1241,49.64,6,13,19
1242,49.68,6,13,19
1243,49.72,6,13,19
1244,49.76,5,13,18
1245,49.8,6,13,19
1246,49.84,5,14,19
1247,49.88,5,14,19
1248,49.92,5,13,18
1249,49.96,5,12,17
1250,50.0,5,12,17
1251,50.04,5,12,17
1252,50.08,5,12,17
1253,50.12,5,12,17
1254,50.16,5,11,16
1255,50.2,5,11,16
1256,50.24,5,11,16
1257,50.28,5,11,16
1258,50.32,5,12,17
1259,50.36,5,12,17
1260,50.4,5,12,17
1261,50.44,4,11,15
1262,50.48,4,11,15
1263,50.52,5,11,16
1264,50.56,5,11,16
1265,50.6,5,11,16
1266,50.64,5,11,16
1267,50.68,5,11,16
1268,50.72,5,11,16
1269,50.76,5,12,17
1270,50.8,5,12,17
1271,50.84,5,12,17
1272,50.88,5,12,17
1273,50.92,5,12,17
1274,50.96,5,12,17
1275,51.0,5,11,16
1276,51.04,5,11,16
1277,51.08,5,11,16
1278,51.12,5,13,18
1279,51.16,6,13,19
1280,51.2,6,13,19
1281,51.24,6,13,19
1282,51.28,6,13,19
1283,51.32,6,13,19
1284,51.36,6,13,19
1285,51.4,6,13,19
1286,51.44,6,13,19
1287,51.48,6,13,19
1288,51.52,6,13,19
1289,51.56,6,13,19
1290,51.6,6,13,19
1291,51.64,6,13,19
1292,51.68,6,13,19
1293,51.72,5,13,18
1294,51.76,5,14,19
1295,51.8,5,14,19
1296,51.84,5,13,18
1297,51.88,5,13,18
1298,51.92,5,13,18
1299,51.96,5,14,19
1300,52.0,5,14,19
1301,52.04,6,15,21
1302,52.08,6,15,21
1303,52.12,6,14,20
1304,52.16,6,14,20
1305,52.2,6,14,20
1306,52.24,6,14,20
1307,52.28,6,14,20
1308,52.32,6,14,20
1309,52.36,6,14,20
1310,52.4,6,14,20
1311,52.44,6,14,20
1312,52.48,6,13,19
1313,52.52,7,13,20
1314,52.56,7,13,20
1315,52.6,7,14,21
1316,52.64,7,13,20
1317,52.68,7,13,20
1318,52.72,8,13,21
1319,52.76,8,13,21
1320,52.8,8,13,21
1321,52.84,8,12,20
1322,52.88,8,12,20
1323,52.92,8,12,20
1324,52.96,8,12,20
1325,53.0,8,11,19
1326,53.04,8,11,19
1327,53.08,8,11,19
1328,53.12,8,11,19
1329,53.16,8,11,19
1330,53.2,8,11,19
1331,53.24,8,11,19
1332,53.28,9,11,20
1333,53.32,9,11,20
1334,53.36,10,12,22
1335,53.4,10,12,22
1336,53.44,10,12,22
1337,53.48,11,12,23
1338,53.52,11,12,23
1339,53.56,11,12,23
1340,53.6,10,12,22
1341,53.64,11,10,21
1342,53.68,11,11,22
1343,53.72,9,11,20
1344,53.76,10,12,22
1345,53.8,10,12,22
1346,53.84,10,12,22
1347,53.88,10,12,22
1348,53.92,10,12,22
1349,53.96,10,12,22
1350,54.0,10,12,22
1351,54.04,10,12,22
1352,54.08,10,12,22
1353,54.12,10,12,22
1354,54.16,10,12,22
1355,54.2,10,13,23
1356,54.24,10,13,23
1357,54.28,10,14,24
1358,54.32,10,14,24
1359,54.36,10,14,24
1360,54.4,10,13,23
1361,54.44,10,13,23
1362,54.48,10,13,23
1363,54.52,10,13,23
1364,54.56,9,13,22
1365,54.6,9,13,22
1366,54.64,9,13,22
1367,54.68,9,13,22
1368,54.72,10,13,23
1369,54.76,9,12,21
1370,54.8,9,12,21
1371,54.84,9,12,21
1372,54.88,9,12,21
1373,54.92,10,12,22
1374,54.96,10,12,22
1375,55.0,11,12,23
1376,55.04,12,12,24
1377,55.08,12,12,24
1378,55.12,12,12,24
1379,55.16,12,12,24
1380,55.2,12,12,24
1381,55.24,12,12,24
1382,55.28,11,11,22
1383,55.32,11,11,22
1384,55.36,12,11,23
1385,55.4,12,12,24
1386,55.44,12,12,24
1387,55.48,11,13,24
1388,55.52,11,13,24
1389,55.56,11,13,24
1390,55.6,9,14,23
1391,55.64,10,14,24
1392,55.68,10,14,24
1393,55.72,10,13,23
1394,55.76,10,13,23
1395,55.8,10,13,23
1396,55.84,10,12,22
1397,55.88,10,14,24
1398,55.92,10,15,25
1399,55.96,10,15,25
1400,56.0,9,14,23
1401,56.04,9,15,24
1402,56.08,9,15,24
1403,56.12,9,14,23
1404,56.16,9,14,23
1405,56.2,9,13,22
1406,56.24,8,13,21
1407,56.28,8,13,21
1408,56.32,8,13,21
1409,56.36,7,13,20
1410,56.4,7,13,20
1411,56.44,8,13,21
1412,56.48,8,13,21
1413,56.52,8,14,22
1414,56.56,8,14,22
1415,56.6,8,14,22
1416,56.64,9,14,23
1417,56.68,9,14,23
1418,56.72,9,14,23
1419,56.76,9,13,22
1420,56.8,10,13,23
1421,56.84,10,13,23
1422,56.88,10,14,24
1423,56.92,10,14,24
1424,56.96,10,14,24
1425,57.0,10,15,25
1426,57.04,8,13,21
1427,57.08,9,14,23
1428,57.12,9,15,24
1429,57.16,9,15,24
1430,57.2,9,15,24
1431,57.24,9,15,24
1432,57.28,9,15,24
1433,57.32,9,15,24
1434,57.36,9,15,24
1435,57.4,9,15,24
1436,57.44,9,15,24
1437,57.48,9,14,23
1438,57.52,9,15,24
1439,57.56,10,15,25
1440,57.6,9,15,24
1441,57.64,8,15,23
1442,57.68,8,16,24
1443,57.72,8,16,24
1444,57.76,8,16,24
1445,57.8,8,16,24
1446,57.84,8,15,23
1447,57.88,7,17,24
1448,57.92,7,17,24
1449,57.96,7,17,24
1450,58.0,7,15,22
1451,58.04,7,16,23
1452,58.08,8,17,25
1453,58.12,8,17,25
1454,58.16,8,16,24
1455,58.2,8,16,24
1456,58.24,8,16,24
1457,58.28,8,17,25
1458,58.32,8,16,24
1459,58.36,8,13,21
1460,58.4,8,14,22
1461,58.44,8,14,22
1462,58.48,8,14,22
1463,58.52,8,14,22
1464,58.56,8,15,23
1465,58.6,7,15,22
1466,58.64,6,14,20
1467,58.68,6,14,20
1468,58.72,6,15,21
1469,58.76,6,15,21
1470,58.8,5,15,20
1471,58.84,5,13,18
1472,58.88,5,13,18
1473,58.92,5,13,18
1474,58.96,5,13,18
1475,59.0,5,13,18
1476,59.04,5,14,19
1477,59.08,5,14,19
1478,59.12,5,14,19
1479,59.16,5,14,19
1480,59.2,5,14,19
1481,59.24,5,14,19
1482,59.28,5,13,18
1483,59.32,5,13,18
1484,59.36,5,13,18
1485,59.4,5,14,19
1486,59.44,5,14,19
1487,59.48,5,14,19
1488,59.52,5,14,19
1489,59.56,5,14,19
1490,59.6,5,14,19
1491,59.64,5,14,19
1492,59.68,5,14,19
1493,59.72,6,14,20
1494,59.76,7,13,20
1495,59.8,7,15,22
1496,59.84,7,15,22
1497,59.88,7,16,23
1498,59.92,7,15,22
1499,59.96,7,15,22
1500,60.0,7,15,22
1501,60.04,7,14,21
1502,60.08,7,14,21
1503,60.12,7,13,20
1504,60.16,7,12,19
1505,60.2,7,12,19
1506,60.24,7,11,18
1507,60.28,7,11,18
1508,60.32,7,12,19
1509,60.36,6,12,18
1510,60.4,6,13,19
1511,60.44,6,11,17
1512,60.48,6,11,17
1513,60.52,6,11,17
1514,60.56,6,11,17
1515,60.6,6,11,17
1516,60.64,6,11,17
1517,60.68,6,11,17
1518,60.72,6,11,17
1519,60.76,6,12,18
1520,60.8,6,11,17
1521,60.84,6,11,17
1522,60.88,6,11,17
1523,60.92,6,11,17
1524,60.96,6,11,17
1525,61.0,6,11,17
1526,61.04,6,12,18
1527,61.08,6,12,18
1528,61.12,6,12,18
1529,61.16,6,12,18
1530,61.2,7,12,19
1531,61.24,7,12,19
1532,61.28,8,12,20
1533,61.32,8,12,20
1534,61.36,8,12,20
1535,61.4,8,12,20
1536,61.44,8,11,19
1537,61.48,9,11,20
1538,61.52,8,11,19
1539,61.56,8,11,19
1540,61.6,8,10,18
1541,61.64,9,10,19
1542,61.68,9,10,19
1543,61.72,10,10,20
1544,61.76,9,10,19
1545,61.8,8,10,18
1546,61.84,9,10,19
1547,61.88,9,10,19
1548,61.92,10,11,21
1549,61.96,8,11,19
1550,62.0,9,11,20
1551,62.04,9,11,20
1552,62.08,9,11,20
1553,62.12,9,11,20
1554,62.16,8,11,19
1555,62.2,8,11,19
1556,62.24,10,11,21
1557,62.28,10,11,21
1558,62.32,10,11,21
1559,62.36,10,11,21
1560,62.4,9,11,20
1561,62.44,9,11,20
1562,62.48,10,11,21
1563,62.52,10,11,21
1564,62.56,9,11,20
1565,62.6,9,11,20
1566,62.64,10,11,21
1567,62.68,10,11,21
1568,62.72,10,11,21
1569,62.76,10,11,21
1570,62.8,10,12,22
1571,62.84,10,11,21
1572,62.88,10,11,21
1573,62.92,10,12,22
1574,62.96,9,11,20
1575,63.0,9,10,19
1576,63.04,10,10,20
1577,63.08,8,10,18
1578,63.12,9,12,21
1579,63.16,9,12,21
1580,63.2,9,12,21
1581,63.24,10,12,22
1582,63.28,11,13,24
1583,63.32,11,12,23
1584,63.36,10,13,23
1585,63.4,10,13,23
1586,63.44,11,13,24
1587,63.48,12,13,25
1588,63.52,12,13,25
1589,63.56,12,13,25
1590,63.6,9,12,21
1591,63.64,10,13,23
1592,63.68,11,12,23
1593,63.72,11,12,23
1594,63.76,10,12,22
1595,63.8,11,12,23
1596,63.84,11,12,23
1597,63.88,9,12,21
1598,63.92,8,12,20
1599,63.96,9,13,22
1600,64.0,9,14,23
1601,64.04,10,14,24
1602,64.08,9,14,23
1603,64.12,9,14,23
1604,64.16,9,14,23
1605,64.2,9,14,23
1606,64.24,8,13,21
1607,64.28,7,13,20
1608,64.32,6,13,19
1609,64.36,6,13,19
1610,64.4,6,13,19
1611,64.44,7,12,19
1612,64.48,8,11,19
1613,64.52,7,11,18
1614,64.56,7,11,18
1615,64.6,7,11,18
1616,64.64,5,11,16
1617,64.68,6,12,18
1618,64.72,7,12,19
1619,64.76,6,12,18
1620,64.8,6,12,18
1621,64.84,6,12,18
1622,64.88,6,12,18
1623,64.92,6,11,17
1624,64.96,6,11,17
1625,65.0,6,12,18
1626,65.04,6,13,19
1627,65.08,6,13,19
1628,65.12,6,13,19
1629,65.16,6,13,19
1630,65.2,6,12,18
1631,65.24,6,12,18
1632,65.28,6,12,18
1633,65.32,6,12,18
1634,65.36,5,12,17
1635,65.4,5,12,17
1636,65.44,5,12,17
1637,65.48,5,13,18
1638,65.52,5,13,18
1639,65.56,5,12,17
1640,65.6,5,12,17
1641,65.64,5,13,18
1642,65.68,5,14,19
1643,65.72,5,14,19
1644,65.76,5,14,19
1645,65.8,5,14,19
1646,65.84,5,14,19
1647,65.88,5,14,19
1648,65.92,6,12,18
1649,65.96,6,13,19
1650,66.0,6,13,19
1651,66.04,6,13,19
1652,66.08,5,13,18
1653,66.12,5,13,18
1654,66.16,5,15,20
1655,66.2,5,13,18
1656,66.24,4,14,18
1657,66.28,5,13,18
1658,66.32,5,14,19
1659,66.36,5,14,19
1660,66.4,5,15,20
1661,66.44,5,15,20
1662,66.48,5,15,20
1663,66.52,5,15,20
1664,66.56,5,15,20
1665,66.6,5,15,20
1666,66.64,5,15,20
1667,66.68,5,13,18
1668,66.72,5,14,19
1669,66.76,5,14,19
1670,66.8,5,14,19
1671,66.84,5,14,19
1672,66.88,5,14,19
1673,66.92,5,14,19
1674,66.96,5,14,19
1675,67.0,5,14,19
1676,67.04,5,14,19
1677,67.08,5,14,19
1678,67.12,5,14,19
1679,67.16,6,14,20
1680,67.2,6,15,21
1681,67.24,7,15,22
1682,67.28,7,16,23
1683,67.32,7,16,23
1684,67.36,7,16,23
1685,67.4,6,16,22
1686,67.44,6,16,22
1687,67.48,6,16,22
1688,67.52,6,16,22
1689,67.56,6,16,22
1690,67.6,6,17,23
1691,67.64,5,18,23
1692,67.68,5,18,23
1693,67.72,5,18,23
1694,67.76,5,18,23
1695,67.8,4,20,24
1696,67.84,4,19,23
1697,67.88,4,19,23
1698,67.92,4,19,23
1699,67.96,4,19,23
1700,68.0,5,19,24
1701,68.04,5,17,22
1702,68.08,5,18,23
1703,68.12,5,18,23
1704,68.16,5,18,23
1705,68.2,5,18,23
1706,68.24,5,18,23
1707,68.28,5,18,23
1708,68.32,5,18,23
1709,68.36,5,17,22
1710,68.4,5,17,22
1711,68.44,5,16,21
1712,68.48,5,16,21
1713,68.52,5,16,21
1714,68.56,5,16,21
1715,68.6,5,17,22
1716,68.64,4,17,21
1717,68.68,4,17,21
1718,68.72,4,19,23
1719,68.76,4,19,23
1720,68.8,4,19,23
1721,68.84,4,18,22
1722,68.88,4,18,22
1723,68.92,4,18,22
1724,68.96,5,18,23
1725,69.0,5,18,23
1726,69.04,6,17,23
1727,69.08,6,17,23
1728,69.12,6,17,23
1729,69.16,6,16,22
1730,69.2,6,16,22
1731,69.24,6,15,21
1732,69.28,4,15,19
1733,69.32,5,16,21
1734,69.36,5,14,19
1735,69.4,5,15,20
1736,69.44,5,16,21
1737,69.48,5,15,20
1738,69.52,5,17,22
1739,69.56,5,17,22
1740,69.6,5,15,20
1741,69.64,6,15,21
1742,69.68,6,15,21
1743,69.72,6,15,21
1744,69.76,6,14,20
1745,69.8,6,14,20
1746,69.84,6,14,20
1747,69.88,6,14,20
1748,69.92,6,14,20
1749,69.96,6,15,21
1750,70.0,6,15,21
1751,70.04,6,15,21
1752,70.08,6,15,21
1753,70.12,6,15,21
1754,70.16,6,15,21
1755,70.2,6,15,21
1756,70.24,6,15,21
1757,70.28,7,15,22
1758,70.32,7,15,22
1759,70.36,7,14,21
1760,70.4,7,14,21
1761,70.44,7,14,21
1762,70.48,7,14,21
1763,70.52,6,14,20
1764,70.56,5,15,20
1765,70.6,6,15,21
1766,70.64,6,15,21
1767,70.68,6,15,21
1768,70.72,6,15,21
1769,70.76,6,15,21
1770,70.8,6,15,21
1771,70.84,7,15,22
1772,70.88,7,15,22
1773,70.92,7,15,22
1774,70.96,8,17,25
1775,71.0,7,16,23
1776,71.04,7,16,23
1777,71.08,7,17,24
1778,71.12,8,17,25
1779,71.16,8,18,26
1780,71.2,8,18,26
1781,71.24,7,18,25
1782,71.28,8,17,25
1783,71.32,7,16,23
1784,71.36,7,14,21
1785,71.4,8,15,23
1786,71.44,8,15,23
1787,71.48,6,15,21
1788,71.52,7,15,22
1789,71.56,7,16,23
1790,71.6,6,15,21
1791,71.64,6,15,21
1792,71.68,6,15,21
1793,71.72,6,15,21
1794,71.76,6,15,21
1795,71.8,5,15,20
1796,71.84,5,15,20
1797,71.88,5,15,20
1798,71.92,5,15,20
1799,71.96,5,16,21
1800,72.0,5,16,21
1801,72.04,4,16,20
1802,72.08,4,16,20
1803,72.12,4,18,22
1804,72.16,4,18,22
1805,72.2,4,18,22
1806,72.24,5,18,23
1807,72.28,5,18,23
1808,72.32,5,18,23
1809,72.36,5,18,23
1810,72.4,5,18,23
1811,72.44,5,19,24
1812,72.48,5,19,24
1813,72.52,5,18,23
1814,72.56,5,18,23
1815,72.6,5,17,22
1816,72.64,5,18,23
1817,72.68,5,16,21
1818,72.72,5,15,20
1819,72.76,5,15,20
1820,72.8,5,15,20
1821,72.84,5,13,18
1822,72.88,5,15,20
1823,72.92,5,15,20
1824,72.96,5,15,20
1825,73.0,5,14,19
1826,73.04,5,15,20
1827,73.08,5,15,20
1828,73.12,5,15,20
1829,73.16,5,15,20
1830,73.2,4,15,19
1831,73.24,4,15,19
1832,73.28,4,14,18
1833,73.32,4,14,18
1834,73.36,3,14,17
1835,73.4,3,14,17
1836,73.44,3,14,17
1837,73.48,3,14,17
1838,73.52,4,14,18
1839,73.56,4,14,18
1840,73.6,4,14,18
1841,73.64,4,15,19
1842,73.68,4,15,19
1843,73.72,4,15,19
1844,73.76,4,15,19
1845,73.8,4,15,19
1846,73.84,5,15,20
1847,73.88,5,16,21
1848,73.92,5,16,21
1849,73.96,6,17,23
1850,74.0,5,17,22
1851,74.04,5,17,22
1852,74.08,6,17,23
1853,74.12,6,17,23
1854,74.16,6,17,23
1855,74.2,5,17,22
1856,74.24,5,17,22
1857,74.28,6,16,22
1858,74.32,6,16,22
1859,74.36,7,16,23
1860,74.4,6,17,23
1861,74.44,7,17,24
1862,74.48,7,17,24
1863,74.52,7,17,24
1864,74.56,7,16,23
1865,74.6,7,15,22
1866,74.64,7,15,22
1867,74.68,7,15,22
1868,74.72,7,15,22
1869,74.76,7,15,22
1870,74.8,8,14,22
1871,74.84,9,14,23
1872,74.88,10,14,24
1873,74.92,10,14,24
1874,74.96,10,14,24
1875,75.0,11,14,25
1876,75.04,11,15,26
1877,75.08,10,16,26
1878,75.12,10,17,27
1879,75.16,10,14,24
1880,75.2,8,14,22
1881,75.24,9,16,25
1882,75.28,9,16,25
1883,75.32,9,15,24
1884,75.36,9,13,22
1885,75.4,10,12,22
1886,75.44,9,12,21
1887,75.48,9,12,21
1888,75.52,8,13,21
1889,75.56,8,13,21
1890,75.6,9,13,22
1891,75.64,9,13,22
1892,75.68,8,13,21
1893,75.72,8,12,20
1894,75.76,8,12,20
1895,75.8,8,12,20
1896,75.84,8,13,21
1897,75.88,10,14,24
1898,75.92,10,14,24
1899,75.96,8,14,22
1900,76.0,8,14,22
1901,76.04,10,15,25
1902,76.08,8,13,21
1903,76.12,9,14,23
1904,76.16,9,15,24
1905,76.2,9,15,24
1906,76.24,9,15,24
1907,76.28,9,15,24
1908,76.32,9,13,22
1909,76.36,9,13,22
1910,76.4,9,13,22
1911,76.44,8,13,21
1912,76.48,8,12,20
1913,76.52,9,13,22
1914,76.56,9,13,22
1915,76.6,9,14,23
1916,76.64,9,14,23
1917,76.68,9,14,23
1918,76.72,8,14,22
1919,76.76,8,13,21
1920,76.8,8,13,21
1921,76.84,8,14,22
1922,76.88,8,14,22
1923,76.92,8,14,22
1924,76.96,7,15,22
1925,77.0,8,14,22
1926,77.04,8,14,22
1927,77.08,8,14,22
1928,77.12,8,15,23
1929,77.16,8,14,22
1930,77.2,8,14,22
1931,77.24,8,12,20
1932,77.28,8,11,19
1933,77.32,8,12,20
1934,77.36,8,10,18
1935,77.4,8,11,19
1936,77.44,8,12,20
1937,77.48,8,13,21
1938,77.52,9,14,23
1939,77.56,10,12,22
1940,77.6,10,13,23
1941,77.64,7,13,20
1942,77.68,7,13,20
1943,77.72,7,13,20
1944,77.76,7,13,20
1945,77.8,7,14,21
1946,77.84,7,14,21
1947,77.88,8,14,22
1948,77.92,7,14,21
1949,77.96,7,14,21
1950,78.0,7,14,21
1951,78.04,7,14,21
1952,78.08,7,14,21
1953,78.12,7,13,20
1954,78.16,8,13,21
1955,78.2,8,14,22
1956,78.24,7,13,20
1957,78.28,8,13,21
1958,78.32,8,13,21
1959,78.36,8,13,21
1960,78.4,8,13,21
1961,78.44,8,14,22
1962,78.48,8,13,21
1963,78.52,8,13,21
1964,78.56,8,12,20
1965,78.6,7,12,19
1966,78.64,7,12,19
1967,78.68,7,11,18
1968,78.72,8,10,18
1969,78.76,8,12,20
1970,78.8,7,11,18
1971,78.84,8,12,20
1972,78.88,8,12,20
1973,78.92,7,12,19
1974,78.96,8,12,20
1975,79.0,9,11,20
1976,79.04,9,10,19
1977,79.08,8,10,18
1978,79.12,9,11,20
1979,79.16,8,10,18
1980,79.2,8,10,18
1981,79.24,8,10,18
1982,79.28,8,10,18
1983,79.32,8,10,18
1984,79.36,6,10,16
1985,79.4,7,10,17
1986,79.44,8,11,19
1987,79.48,8,11,19
1988,79.52,8,11,19
1989,79.56,9,11,20
1990,79.6,9,11,20
1991,79.64,9,11,20
1992,79.68,8,11,19
1993,79.72,9,11,20
1994,79.76,10,11,21
1995,79.8,9,11,20
1996,79.84,10,11,21
1997,79.88,9,12,21
1998,79.92,10,11,21
1999,79.96,10,13,23
2000,80.0,10,13,23
2001,80.04,10,13,23
2002,80.08,9,12,21
2003,80.12,8,13,21
2004,80.16,8,13,21
2005,80.2,8,13,21
2006,80.24,8,13,21
2007,80.28,8,14,22
2008,80.32,8,14,22
2009,80.36,8,13,21
2010,80.4,8,13,21
2011,80.44,8,13,21
2012,80.48,8,13,21
2013,80.52,8,13,21
2014,80.56,8,12,20
2015,80.6,8,12,20
2016,80.64,8,12,20
2017,80.68,8,12,20
2018,80.72,8,11,19
2019,80.76,8,11,19
2020,80.8,8,12,20
2021,80.84,7,12,19
2022,80.88,7,12,19
2023,80.92,8,12,20
2024,80.96,8,12,20
2025,81.0,7,12,19
2026,81.04,7,12,19
2027,81.08,7,13,20
2028,81.12,8,13,21
2029,81.16,8,13,21
2030,81.2,8,13,21
2031,81.24,8,13,21
2032,81.28,8,13,21
2033,81.32,8,13,21
2034,81.36,8,13,21
2035,81.4,8,13,21
2036,81.44,8,14,22
2037,81.48,9,12,21
2038,81.52,8,14,22
2039,81.56,8,13,21
2040,81.6,8,13,21
2041,81.64,8,13,21
2042,81.68,8,13,21
2043,81.72,9,13,22
2044,81.76,9,13,22
2045,81.8,9,13,22
2046,81.84,9,13,22
2047,81.88,8,13,21
2048,81.92,8,12,20
2049,81.96,9,12,21
2050,82.0,9,12,21
2051,82.04,8,12,20
2052,82.08,8,13,21
2053,82.12,9,13,22
2054,82.16,9,13,22
2055,82.2,10,13,23
2056,82.24,11,13,24
2057,82.28,10,13,23
2058,82.32,8,12,20
2059,82.36,9,12,21
2060,82.4,8,12,20
2061,82.44,8,12,20
2062,82.48,8,12,20
2063,82.52,8,13,21
2064,82.56,9,13,22
2065,82.6,10,13,23
2066,82.64,10,14,24
2067,82.68,9,13,22
2068,82.72,9,13,22
2069,82.76,9,13,22
2070,82.8,10,13,23
2071,82.84,10,13,23
2072,82.88,9,13,22
2073,82.92,9,13,22
2074,82.96,9,13,22
2075,83.0,9,13,22
2076,83.04,9,13,22
2077,83.08,9,13,22
2078,83.12,8,13,21
2079,83.16,8,13,21
2080,83.2,8,12,20
2081,83.24,9,12,21
2082,83.28,8,12,20
2083,83.32,8,12,20
2084,83.36,8,12,20
2085,83.4,8,12,20
2086,83.44,8,12,20
2087,83.48,9,12,21
2088,83.52,10,12,22
2089,83.56,11,11,22
2090,83.6,11,11,22
2091,83.64,11,11,22
2092,83.68,11,10,21
2093,83.72,11,10,21
2094,83.76,11,12,23
2095,83.8,11,12,23
2096,83.84,11,13,24
2097,83.88,12,13,25
2098,83.92,12,13,25
2099,83.96,12,13,25
2100,84.0,12,14,26
2101,84.04,12,14,26
2102,84.08,11,14,25
2103,84.12,11,14,25
2104,84.16,11,14,25
2105,84.2,11,14,25
2106,84.24,11,14,25
2107,84.28,12,14,26
2108,84.32,12,14,26
2109,84.36,11,14,25
2110,84.4,11,14,25
2111,84.44,11,14,25
2112,84.48,11,14,25
2113,84.52,11,14,25
2114,84.56,11,15,26
2115,84.6,11,15,26
2116,84.64,11,15,26
2117,84.68,11,15,26
2118,84.72,10,16,26
2119,84.76,10,15,25
2120,84.8,10,15,25
2121,84.84,10,15,25
2122,84.88,10,15,25
2123,84.92,10,15,25
2124,84.96,10,15,25
2125,85.0,9,15,24
2126,85.04,9,15,24
2127,85.08,12,15,27
2128,85.12,11,15,26
2129,85.16,11,15,26
2130,85.2,10,15,25
2131,85.24,11,15,26
2132,85.28,11,15,26
2133,85.32,10,15,25
2134,85.36,9,15,24
2135,85.4,11,14,25
2136,85.44,10,13,23
2137,85.48,10,13,23
2138,85.52,11,13,24
2139,85.56,11,13,24
2140,85.6,10,13,23
2141,85.64,11,11,22
2142,85.68,12,11,23
2143,85.72,12,11,23
2144,85.76,11,11,22
2145,85.8,11,12,23
2146,85.84,11,12,23
2147,85.88,11,12,23
2148,85.92,12,11,23
2149,85.96,11,12,23
2150,86.0,11,12,23
2151,86.04,11,12,23
2152,86.08,12,12,24
2153,86.12,12,12,24
2154,86.16,13,12,25
2155,86.2,13,12,25
2156,86.24,13,11,24
2157,86.28,13,12,25
2158,86.32,13,14,27
2159,86.36,13,14,27
2160,86.4,13,14,27
2161,86.44,13,13,26
2162,86.48,13,13,26
2163,86.52,11,12,23
2164,86.56,9,12,21
2165,86.6,9,12,21
2166,86.64,9,12,21
2167,86.68,11,12,23
2168,86.72,11,13,24
2169,86.76,11,13,24
2170,86.8,11,13,24
2171,86.84,11,13,24
2172,86.88,11,13,24
2173,86.92,11,13,24
2174,86.96,11,12,23
2175,87.0,11,13,24
2176,87.04,11,15,26
2177,87.08,11,15,26
2178,87.12,11,14,25
2179,87.16,10,14,24
2180,87.2,10,14,24
2181,87.24,9,15,24
2182,87.28,9,15,24
2183,87.32,9,15,24
2184,87.36,9,15,24
2185,87.4,9,15,24
2186,87.44,9,14,23
2187,87.48,9,13,22
2188,87.52,9,13,22
2189,87.56,9,13,22
2190,87.6,10,13,23
2191,87.64,10,14,24
2192,87.68,10,15,25
2193,87.72,11,15,26
2194,87.76,12,15,27
2195,87.8,12,15,27
2196,87.84,9,15,24
2197,87.88,10,14,24
2198,87.92,11,14,25
2199,87.96,11,15,26
2200,88.0,10,14,24
2201,88.04,10,16,26
2202,88.08,11,15,26
2203,88.12,10,15,25
2204,88.16,7,15,22
2205,88.2,8,15,23
2206,88.24,8,14,22
2207,88.28,8,14,22
2208,88.32,10,13,23
2209,88.36,10,13,23
2210,88.4,9,13,22
2211,88.44,10,14,24
2212,88.48,8,14,22
2213,88.52,9,14,23
2214,88.56,9,15,24
2215,88.6,9,15,24
2216,88.64,8,15,23
2217,88.68,9,15,24
2218,88.72,9,15,24
2219,88.76,8,15,23
