frame,time,left_density,right_density,total_density
2220,88.8,8,16,24
2221,88.84,8,14,22
2222,88.88,8,15,23
2223,88.92,8,14,22
2224,88.96,8,14,22
2225,89.0,9,14,23
2226,89.04,8,14,22
2227,89.08,8,14,22
2228,89.12,5,13,18
2229,89.16,7,13,20
2230,89.2,7,13,20
2231,89.24,7,13,20
2232,89.28,7,13,20
2233,89.32,7,13,20
2234,89.36,7,13,20
2235,89.4,7,13,20
2236,89.44,7,13,20
2237,89.48,6,13,19
2238,89.52,7,13,20
2239,89.56,7,13,20
2240,89.6,5,13,18
2241,89.64,6,13,19
2242,89.68,6,14,20
2243,89.72,8,14,22
2244,89.76,8,15,23
2245,89.8,7,15,22
2246,89.84,7,15,22
2247,89.88,7,15,22
2248,89.92,7,15,22
2249,89.96,7,14,21
2250,90.0,7,16,23
2251,90.04,8,16,24
2252,90.08,7,16,23
2253,90.12,8,16,24
2254,90.16,7,16,23
2255,90.2,7,16,23
2256,90.24,7,16,23
2257,90.28,7,15,22
2258,90.32,7,15,22
2259,90.36,7,16,23
2260,90.4,7,16,23
2261,90.44,7,16,23
2262,90.48,8,16,24
2263,90.52,7,16,23
2264,90.56,7,16,23
2265,90.6,9,16,25
2266,90.64,9,16,25
2267,90.68,9,16,25
2268,90.72,8,16,24
2269,90.76,6,16,22
2270,90.8,8,15,23
2271,90.84,9,16,25
2272,90.88,9,14,23
2273,90.92,9,15,24
2274,90.96,9,15,24
2275,91.0,9,15,24
2276,91.04,9,15,24
2277,91.08,9,16,25
2278,91.12,9,17,26
2279,91.16,9,17,26
2280,91.2,9,17,26
2281,91.24,9,17,26
2282,91.28,9,16,25
2283,91.32,9,16,25
2284,91.36,9,16,25
2285,91.4,9,16,25
2286,91.44,9,15,24
2287,91.48,9,14,23
2288,91.52,10,14,24
2289,91.56,10,14,24
2290,91.6,10,16,26
2291,91.64,10,16,26
2292,91.68,10,16,26
2293,91.72,10,14,24
2294,91.76,10,17,27
2295,91.8,10,17,27
2296,91.84,10,17,27
2297,91.88,10,17,27
2298,91.92,10,17,27
2299,91.96,10,17,27
2300,92.0,10,17,27
2301,92.04,10,16,26
2302,92.08,10,16,26
2303,92.12,9,16,25
2304,92.16,10,15,25
2305,92.2,9,15,24
2306,92.24,9,15,24
2307,92.28,9,15,24
2308,92.32,9,16,25
2309,92.36,10,16,26
2310,92.4,10,15,25
2311,92.44,10,15,25
2312,92.48,10,15,25
2313,92.52,10,16,26
2314,92.56,10,16,26
2315,92.6,10,15,25
2316,92.64,10,15,25
2317,92.68,10,16,26
2318,92.72,11,17,28
2319,92.76,11,17,28
2320,92.8,11,17,28
2321,92.84,11,17,28
2322,92.88,11,15,26
2323,92.92,11,17,28
2324,92.96,11,17,28
2325,93.0,11,18,29
2326,93.04,11,18,29
2327,93.08,10,18,28
2328,93.12,9,18,27
2329,93.16,10,18,28
2330,93.2,10,18,28
2331,93.24,10,18,28
2332,93.28,10,18,28
2333,93.32,10,17,27
2334,93.36,10,18,28
2335,93.4,10,17,27
2336,93.44,11,17,28
2337,93.48,11,18,29
2338,93.52,11,17,28
2339,93.56,11,17,28
2340,93.6,11,17,28
2341,93.64,11,17,28
2342,93.68,11,17,28
2343,93.72,11,16,27
2344,93.76,11,16,27
2345,93.8,11,15,26
2346,93.84,11,15,26
2347,93.88,11,14,25
2348,93.92,11,14,25
2349,93.96,11,15,26
2350,94.0,10,15,25
2351,94.04,10,15,25
2352,94.08,10,16,26
2353,94.12,11,15,26
2354,94.16,11,15,26
2355,94.2,10,15,25
2356,94.24,10,16,26
2357,94.28,10,17,27
2358,94.32,10,17,27
2359,94.36,10,17,27
2360,94.4,10,17,27
2361,94.44,10,17,27
2362,94.48,11,17,28
2363,94.52,11,17,28
2364,94.56,11,17,28
2365,94.6,11,18,29
2366,94.64,11,18,29
2367,94.68,11,18,29
2368,94.72,10,17,27
2369,94.76,10,17,27
2370,94.8,9,18,27
2371,94.84,9,19,28
2372,94.88,9,20,29
2373,94.92,9,18,27
2374,94.96,9,18,27
2375,95.0,9,16,25
2376,95.04,9,16,25
2377,95.08,9,16,25
2378,95.12,9,15,24
2379,95.16,9,16,25
2380,95.2,10,16,26
2381,95.24,10,14,24
2382,95.28,10,14,24
2383,95.32,10,15,25
2384,95.36,10,16,26
2385,95.4,10,15,25
2386,95.44,9,14,23
2387,95.48,10,14,24
2388,95.52,10,15,25
2389,95.56,10,16,26
2390,95.6,10,16,26
2391,95.64,10,15,25
2392,95.68,10,15,25
2393,95.72,10,17,27
2394,95.76,10,15,25
2395,95.8,10,16,26
2396,95.84,10,17,27
2397,95.88,10,17,27
2398,95.92,10,17,27
2399,95.96,10,18,28
2400,96.0,10,18,28
2401,96.04,10,18,28
2402,96.08,10,18,28
2403,96.12,10,18,28
2404,96.16,10,18,28
2405,96.2,9,18,27
2406,96.24,9,18,27
2407,96.28,9,18,27
2408,96.32,9,18,27
2409,96.36,9,19,28
2410,96.4,10,18,28
2411,96.44,10,18,28
2412,96.48,9,16,25
2413,96.52,9,17,26
2414,96.56,9,18,27
2415,96.6,9,18,27
2416,96.64,9,17,26
2417,96.68,9,17,26
2418,96.72,9,17,26
2419,96.76,9,17,26
2420,96.8,9,17,26
2421,96.84,9,17,26
2422,96.88,9,17,26
2423,96.92,9,16,25
2424,96.96,9,16,25
2425,97.0,8,16,24
2426,97.04,8,15,23
2427,97.08,8,15,23
2428,97.12,8,15,23
2429,97.16,8,15,23
2430,97.2,8,16,24
2431,97.24,8,18,26
2432,97.28,8,20,28
2433,97.32,9,20,29
2434,97.36,9,20,29
2435,97.4,9,21,30
2436,97.44,9,20,29
2437,97.48,9,21,30
2438,97.52,9,20,29
2439,97.56,9,19,28
2440,97.6,9,18,27
2441,97.64,9,17,26
2442,97.68,9,18,27
2443,97.72,9,18,27
2444,97.76,9,18,27
2445,97.8,9,18,27
2446,97.84,8,18,26
2447,97.88,7,17,24
2448,97.92,7,16,23
2449,97.96,8,17,25
2450,98.0,8,18,26
2451,98.04,8,18,26
2452,98.08,8,15,23
2453,98.12,8,16,24
2454,98.16,8,16,24
2455,98.2,8,16,24
2456,98.24,8,16,24
2457,98.28,8,17,25
2458,98.32,8,17,25
2459,98.36,8,18,26
2460,98.4,7,18,25
2461,98.44,7,18,25
2462,98.48,7,16,23
2463,98.52,7,17,24
2464,98.56,7,17,24
2465,98.6,7,17,24
2466,98.64,7,16,23
2467,98.68,7,16,23
2468,98.72,8,16,24
2469,98.76,8,17,25
2470,98.8,8,17,25
2471,98.84,8,16,24
2472,98.88,8,16,24
2473,98.92,8,16,24
2474,98.96,8,14,22
2475,99.0,8,15,23
2476,99.04,7,14,21
2477,99.08,8,13,21
2478,99.12,7,13,20
2479,99.16,7,13,20
2480,99.2,7,13,20
2481,99.24,7,13,20
2482,99.28,8,14,22
2483,99.32,8,15,23
2484,99.36,9,16,25
2485,99.4,8,17,25
2486,99.44,8,18,26
2487,99.48,8,18,26
2488,99.52,8,18,26
2489,99.56,7,18,25
2490,99.6,7,17,24
2491,99.64,7,16,23
2492,99.68,8,16,24
2493,99.72,10,16,26
2494,99.76,10,16,26
